UNITID,cs_stat,cs_pval,noncs_stat,noncs_pval
100654,-0.6334158716110487,0.03641473158466359,-0.8905589602974734,0.00023672523209598246
100663,0.3553263877004495,0.283557830655558,0.11180678660816559,0.7434513596606446
100706,0.2961512294810038,0.37655319462366194,-0.8400303158997164,0.0012106720492950163
100724,-0.6694893370370114,0.02424093522421072,-0.7767861394191279,0.004917781833826272
100751,0.2300251265696755,0.49622544922886364,-0.6146148372517533,0.04420450942617935
100812,-0.3755335358916355,0.25507160896458825,0.37208621989167834,0.2598109480236481
100858,-0.19561355004115127,0.5643264723671932,-0.785805823224234,0.004142483084804593
101116,0.29561395420373576,0.37746092415711174,0.6183145787052361,0.04258829246967162
101189,0.06733553338220138,0.8440552402592808,-0.4099361302813799,0.21050994053334873
101480,0.17266243446392013,0.611678163358578,-0.47637443515859834,0.13852200047143592
101675,-0.06956083436402519,0.8389587420068251,-0.12005479030119391,0.7251368583964004
101879,0.6088225424204041,0.04681914562680073,0.5872870291391569,0.0574727174231039
101912,-0.30684533200240216,0.35871720557871106,-0.6383460523080247,0.03454241166754707
102049,0.44046035959813257,0.17514618099933088,0.15759369146674898,0.643523877362278
102094,0.4613087334225967,0.153235740054136,0.9398158056952381,1.7267690243699358e-05
102298,-0.3004640374003148,0.3693068979536241,-0.39491635464188535,0.22935227703478936
102368,-0.5800484814200295,0.0613951352754307,-0.8937713899709322,0.00020801825252367124
102377,-0.004539342100215549,0.9894317148735081,-0.41137831159948673,0.2087507817596561
102553,0.19999999999999996,0.5554454421055853,-0.0033676804379841677,0.9921594383115788
102614,0.3148753244831798,0.34561767198315196,0.27861045645851024,0.40675433147775947
102845,-0.2551200632177182,0.4489789492220101,-0.6454944842777389,0.03194869986786843
104151,-0.3224321273811283,0.33352278200858226,-0.4947599555443007,0.12181872224973918
104179,0.49861243245206305,0.11849092185441135,0.6846297998684734,0.020118226801234138
105330,0.25570249270455697,0.4479081105391381,0.5606637242422055,0.07278335126844312
106245,0.3761595543520408,0.25421629808634205,0.11082846194688781,0.7456318372459622
106342,0.533775021290573,0.09080437965913446,0.5397328638874012,0.08658183963316458
106397,-0.20515217087005025,0.5450864878130838,-0.01878303127263814,0.9562871639940963
106412,-0.4191623743865803,0.19940728124310006,-0.7416548351416015,0.008983539183920955
106458,-0.5339590948936732,0.09067192877096972,-0.7909226122531388,0.0037450715394858514
106467,-0.08191763199515403,0.8107642396463207,0.6244213628855038,0.040010799989878894
106704,0.14260289557658212,0.6757481990987865,0.6610732540924912,0.026774700682706144
107044,-0.5097105735774677,0.10923310662321066,0.08601028805752099,0.8014687740314007
107071,-0.19999999999999993,0.5554454421055853,0.6087559281284751,0.04684981990022974
107080,0.4999999999999999,0.11730680301423828,0.7747676940882734,0.005104974177202973
107512,6.938893903907228e-18,0.9999999999999998,0.5727174814854517,0.06554872318226485
107600,-0.3451088003866162,0.2986054174195034,0.37069465337307084,0.26173813261221646
107983,-0.11534945328005283,0.7355697507213205,-0.4924910567102625,0.12380635026207222
108092,-0.4720576784128399,0.1426426966395533,-0.10608634766355968,0.7562245019446032
108232,0.31091866611325625,0.35204060442287705,0.7721790645505393,0.005352664643097125
109785,-0.3548215503851581,0.28429120999088076,0.2614168734678852,0.4374653955633069
110097,0.4357462697922736,0.18035193335925886,-0.6636630270494985,0.025975997640817452
110404,0.17730442943106506,0.6019852397956625,0.5019735761907447,0.11563576015698758
110413,-0.09078627991898636,0.7906504927946437,-0.17563480149309402,0.605465026659072
110422,-0.2956654949778712,0.3773737977371174,0.12464870520504302,0.7149913067710261
110486,0.6089908004138801,0.04674172847749272,0.14667084553586074,0.6669527172265624
110495,-0.27465910068855887,0.41371661915816693,-0.3105878370448817,0.35258043881202167
110510,-0.3970982494902121,0.2265560422209077,-0.9517293228444437,6.511779384067827e-06
110529,0.11929043535643774,0.7268288199800595,-0.2522877910907457,0.4542032456761484
110538,-0.27575305514240983,0.41178330068334684,0.6651430603073257,0.025527187366582556
110547,-0.6361057186230408,0.03538466836280795,-0.9352507662391623,2.383486364776163e-05
110556,0.2835258991567371,0.39817422623090665,-0.8988052841215457,0.00016845382146914354
110565,-0.4166673129469543,0.20237437797751356,-0.8745524406804903,0.0004271747662785392
110574,-0.25480784176963495,0.44955348179234533,0.5431817055509137,0.08419794465543888
110583,-0.11087311326466831,0.7455322823454782,-0.40835948565283764,0.2124431538030844
110592,-0.6346179493459241,0.035951853302949206,-0.8945780320232775,0.0002012458316926983
110608,-0.3654160863239905,0.2691218772249039,-0.9076130293097979,0.00011329234474426181
110617,-0.35576132308752606,0.2829268426843577,-0.07998079672813968,0.8151710166364575
110635,-0.41525497542218526,0.2040655443379388,-0.846317518385361,0.0010205111226625646
110644,0.04953658447034766,0.8849980257781057,-0.5455754352879428,0.0825692075668757
110653,0.5054560967961244,0.1127246683436735,-0.34838927968683103,0.2937274104249189
110662,-0.30595387238645516,0.3601870537429483,-0.002144354880818808,0.9950075194782806
110671,-0.4738585586532682,0.1409143475841669,-0.8863921315990915,0.0002783352647824808
110680,-0.6248212180001337,0.039845907453871614,-0.1080163557716832,0.7519087089106072
110705,-0.7922147211908442,0.0036493492690333525,-0.42345898373702606,0.19435928704266975
