UNITID,cs_stat,cs_pval,noncs_stat,noncs_pval,quadrant
100654,0.5810487722010594,0.06084259772581648,0.7252601681895547,0.011544828136425302,1
100663,0.5068307098197524,0.11158877415890511,0.947334698459952,9.576346106681895e-06,1
100706,0.5837778833686912,0.05935228134154096,0.8453730144601204,0.0010475359520541459,1
100724,0.2,0.5554454421055853,0.648155573564278,0.031019056619251587,1
100751,0.1878666568394408,0.5801465014949495,0.9621547696090946,2.2118893455408544e-06,1
100812,-0.2119975083078179,0.531446812846989,0.8273849663616795,0.0016723629085831405,2
100858,0.2340009018508093,0.4885987888118991,0.852896458447473,0.0008465353300016926,1
101116,0.29999999999999993,0.37008312228206774,0.08700468913873696,0.7992136755178351,1
101189,3.469446951953614e-18,0.9999999999999998,0.7017962440023453,0.01607821499421649,1
101480,-0.8406827196141524,0.0011897922393653184,-0.8312615311411,0.001518845716309631,3
101879,0.598822229573869,0.05158054495183228,0.9195855894577252,6.175146674057376e-05,1
101912,0.3730019232961255,0.25854720086632993,0.8221559067083372,0.0018974780314398648,1
102049,-0.30379248640351286,0.3637636283306834,0.41244515168330453,0.2074551052171259,2
102094,0.03146294872337252,0.9268322019335993,0.7431427716946601,0.008773672397156356,1
102298,-0.1,0.7698749998921364,0.1008875829830051,0.7678805757882182,2
102368,-0.01636244387122565,0.9619167001909755,0.5551156481602703,0.07628608646182285,2
102377,0.5000000000000001,0.117306803014238,-0.10139137381090901,0.7667491045645767,4
102553,0.6810448542581287,0.02104537596766711,0.8864203217245061,0.00027803632536753045,1
102614,0.6947583121138985,0.017656448552855378,0.6699016721854197,0.024121342793574817,1
102845,0.7411046619025986,0.009062056963898215,-0.2278066309987565,0.5005036764140564,4
104151,0.49387235262017165,0.12259383763064483,0.8966182639985592,0.0001848647115459512,1
104179,0.7261180804712504,0.011399052350296248,0.9419104872272643,1.4768450886657856e-05,1
105330,0.7055974503875936,0.015269290980168954,0.9885513103047356,1.0584762492351913e-08,1
106245,-0.29075053167654785,0.3857279150297155,0.6071942616388566,0.04757290048943804,2
106342,0.20000000000000004,0.5554454421055856,0.6610536100770382,0.026780824448503254,1
106397,-0.08716865806115486,0.7988419592202559,0.9779769873174444,1.9797416686636143e-07,2
