UNITID,cs_stat,cs_pval,noncs_stat,noncs_pval,quadrant
126562,0.25545759224437414,0.4483582323790186,-0.019647524946085154,0.9542770419179899,4
126580,0.318563491219007,0.3396863039144838,-0.40044905392603036,0.2223008409630753,4
126614,0.5665620717971345,0.06917951536179033,-0.8484800127553365,0.0009606124598212781,4
126669,0.0677554042588207,0.843093213978042,0.7712735174687868,0.005441363608785644,1
126678,-0.011760009182825909,0.972624652647526,0.42535058050455554,0.19216153968574848,2
126818,0.6843043842523131,0.0202011613894244,-0.22798585368470797,0.5001574615542406,4
126827,0.4086021373457026,0.21214494217322566,0.8117848280882338,0.0024100541047485484,1
127060,-0.7269770624295342,0.011254435743599682,0.34697526770847614,0.295824603833729,2
127556,0.22336415115234054,0.5091186803669638,-0.047516395776579595,0.8896627916635145,4
127565,0.5407560551084379,0.08586999167090063,-0.37115720955454806,0.2610966398777668,4
127918,0.23418668407945037,0.4882436817056959,-0.5688158486299062,0.06783479785832852,4
128106,-0.09194104595255909,0.7880396876938014,-0.2809057286430417,0.4027366289654997,3
128328,0.7000545601291773,0.01645894845995921,0.8782920660398167,0.00037488496657347986,1
128771,0.043175121077536016,0.8996975792863869,-0.24704533192927752,0.4639469523559686,4
128902,0.8630451958371896,0.0006231620296443303,0.5157228657061144,0.10441968508168262,1
129020,0.9109706780848486,9.638556123188215e-05,0.6982761026664038,0.016854352243899605,1
129215,0.599130296551052,0.05142911577336555,0.3317048040707934,0.3189934044826153,1
129242,-0.0663711466773299,0.846265607025075,0.20972221142203787,0.5359646196396526,2
129525,0.24765853216131467,0.46280234200821957,-0.6187389281774254,0.04240557095785595,4
129941,-0.23771280512418796,0.48152556305988636,0.307792160795642,0.3571594630553346,2
130226,-0.39476357281836183,0.22954882787955252,-0.0999658134552808,0.7699518431353075,3
130253,-0.218145291479685,0.5193199456814681,0.688558196385149,0.01913611107200618,2
130493,0.2190345894799506,0.51757554062051,-0.34734335439310526,0.29527788535890565,4
130590,0.4825526643638856,0.13275655177413465,0.33676740941044414,0.31120712460639044,1
130697,0.4897994086723906,0.12619108074966007,0.7823343857751786,0.004429293859442827,1
130776,-0.04417086496399965,0.8973947189310204,-0.37056565857958335,0.2619171874147979,3
130794,0.4920297451424024,0.12421299596817834,-0.23032283829965833,0.49565255438375944,4
130934,-0.1855763911052548,0.5848559028279957,0.4748950647555301,0.13992560208560362,2
130943,0.6006136803683472,0.050704227557048176,0.390138742882462,0.23554510391366384,1
131113,0.29354094591576996,0.3809736446226867,0.7342042612704436,0.010089817503563293,1
131159,0.4262305254842519,0.19114431050393374,0.6778186984930488,0.02190538964684675,1
131283,-0.11551369910325288,0.7352048903770028,0.11255185012480044,0.7417919044574403,2
131399,-0.34836480606759596,0.29376363866929484,-0.34854624837749326,0.2934951085299095,3
131450,-0.10148142699397784,0.7665468957987893,0.29206086546636056,0.3834916920821539,2
131469,0.46153011450433623,0.15301276718481316,0.6735973906581858,0.02306805096259992,1
131496,0.7843176353269219,0.004263701728742876,-0.3432059107662411,0.30145518638346847,4
131520,0.06608584578524787,0.8469197057816927,0.26365364327393864,0.4334094732326372,1
131803,0.3995018703183849,0.22349887522146006,0.21171543812571036,0.5320060254736384,1
132471,-0.4236572916883488,0.19412817653058906,-0.8605838222384741,0.0006726655009448942,3
132602,0.3535160845814094,0.2861925458790372,-0.038488213880464694,0.9105460692247748,4
132903,0.901437178371423,0.00015020330090465093,0.6145287018749107,0.04424263414721958,1
133492,0.03379396794198335,0.921425304819152,0.8178383945410441,0.002099802160245982,1
133650,0.41365743399700683,0.20598861525821513,0.8891707524227603,0.00025002199847318094,1
133669,0.727923937195503,0.011096567705981473,-0.31462185686657,0.3460272803367132,4
133702,0.6043309042562754,0.04891856819629806,-0.2576524088717222,0.44433174740312165,4
133881,0.5478715588413356,0.08102667623592912,-0.521045850076195,0.10027521111986448,4
133951,0.41080123695462845,0.20945363901511507,0.7812558289807721,0.004521316677587886,1
133979,0.6463584496279514,0.03164476367523429,0.3990297544293414,0.22409743794078274,1
134079,-0.2482298560624946,0.46173706457246133,0.6630069759351289,0.02617671361544575,2
134097,0.6867897790429502,0.019573883019217763,0.7498806901179944,0.00786779513343437,1
134130,0.6620651230090902,0.02646678195140503,0.8786348000234869,0.00037034801400897844,1
134237,-0.5406829166901252,0.08592074601230582,0.9119797125844863,9.170321240778977e-05,2
134811,0.4870298305452313,0.1286752636874555,0.7711943741507213,0.005449166806191034,1
134945,0.11632830355068963,0.7333960319265362,-0.4816079075540835,0.13362814081248423,4
135081,-0.6609448344636066,0.02681475172747677,-0.6268845210991285,0.039002534133377675,3
135726,0.6987996797570136,0.016737245786702173,0.12011256169834014,0.7250090214560525,1
136172,0.47687852274871173,0.13804577077993133,0.42748158413078746,0.18970367771797952,1
136215,0.5614499129927326,0.07229588610619096,-0.20972798915240734,0.5359531273543408,4
136950,0.9004890649216214,0.00015659464221876452,0.4662625748207567,0.14829466652649373,1
137032,0.06146871241318455,0.8575170347455691,-0.18607522819111894,0.5838289167451475,4
137078,-0.015007204554860293,0.9650692634786047,-0.5532366959674201,0.07749741205476532,3
137351,0.7961208526096617,0.0033709771419776127,0.034226512925395934,0.9204223206635065,1
137546,0.19980962472418634,0.5558297171459405,0.22991314520673037,0.4964410131170911,1
137847,0.5619846039724845,0.07196561262635018,0.6128882221563742,0.044973074853483584,1
138293,0.13696435600367235,0.6879997310847616,-0.7421850144882534,0.00890834494266769,4
138354,-0.611301200041581,0.0456875924598784,0.01861259269817328,0.9566834953468966,2
138716,0.028407311294584042,0.9339240588124291,0.22538483874310478,0.5051922032766902,1
138813,-0.43954698453616936,0.17614754494407323,-0.3798362870866941,0.24922601511245265,3
138947,-0.344879615267175,0.2989478601118563,-0.15994210704461065,0.6385236540569831,3
139311,0.7376185525471829,0.009571246032522674,0.5411151596598868,0.08562107938784853,1
139366,0.5521196229442185,0.0782236171647134,0.2271388171147734,0.5017946498402179,1
139579,0.3274220583521431,0.3256611185343285,-0.2523581777780552,0.45407307327693847,4
139658,0.6175781229074273,0.04290669653754714,0.9182032380486755,6.653818209365577e-05,1
139719,-0.4422650091781969,0.17317794895459196,0.05967785844728195,0.8616332149987354,2
139755,0.9744077464186058,3.871794003506917e-07,0.9680423467150623,1.042340473366533e-06,1
139764,-0.129082132405841,0.7052392628518097,0.010701361030802853,0.975088318585838,2
139861,0.4108194346176194,0.20943145343447495,0.7789726331786867,0.004720766711531307,1
139931,0.694889326387711,0.017626095397018586,0.8717522809924579,0.00046980934234561286,1
139940,-0.04544611658483483,0.8944464795613963,0.3226151021240968,0.33323274408861503,2
139959,0.7094129292171597,0.014487183217536646,-0.010070058754584721,0.9765575675363098,4
140340,0.020107343191395136,0.953207968528152,0.22302107605192997,0.5097866241670372,1
140447,0.014914207869056534,0.9652856096744933,-0.6863913864493922,0.01967348304049337,4
140960,0.002458657255556662,0.9942757713055541,0.3403641954974924,0.30573849760752675,1
140988,-0.21311887257805,0.5292261003135282,0.4580094063754731,0.15658281583826206,2
141264,0.5084802555457095,0.11023549931177104,0.7702145015318811,0.00554646159951305,1
141334,-0.23300603560238964,0.4905023359791815,0.5963388486533117,0.0528124113970279,2
141565,0.10167744489486608,0.7661067951166568,0.7098790717732049,0.014393651253766994,1
141574,0.6879225117979316,0.019292661294143525,0.8405959237905396,0.0011925543778006959,1
141644,-0.10655437344865487,0.7551773456856944,0.4915762056712994,0.12461362250474735,2
142115,-0.18903206346607596,0.577755738881536,0.7089500970375449,0.014580483188145962,2
142276,-0.1926056065694393,0.5704487268349611,0.17977933093388365,0.5968408263792354,2
142285,0.01665779431764297,0.9612297183202722,0.443248321386956,0.172111238836462,1
142328,-0.10245412415892156,0.7643636007066886,0.755323753123394,0.007187511033526221,2
142461,0.15161234331955617,0.6563189834421659,0.08716239387892083,0.7988561593856157,1
142522,0.9250483762978242,4.535839927445195e-05,0.7484525523371064,0.008053812339548922,1
143084,0.18927288440297985,0.5772621846579479,0.11771152833754653,0.7303273210828696,1
143118,0.41638457615372493,0.20271226045278473,-0.23864072341334977,0.47976455749954205,4
143288,0.21387676441041767,0.5277273976565251,0.03208551760985079,0.9253878467284037,1
143358,0.2701358818214229,0.4217570152783561,-0.5098386667116346,0.10912908452849895,4
144005,0.18059766282873413,0.5951434416075603,-0.17829664912617818,0.5999208055185026,4
144050,0.6641258827792895,0.02583504509732459,0.2680938181621069,0.4254114162815036,1
144351,-0.36021599425842593,0.27650923911712694,0.6243248652682862,0.04005066457610369,2
144740,0.7138329807250764,0.01361770071405871,-0.5844960900509413,0.0589642451325425,4
144883,-0.30278367860383915,0.3654391815684804,-0.5496441145116562,0.07984907364376745,3
144892,-0.4922273877420336,0.12403866974685905,0.7412235699640647,0.009045044859313631,2
144962,-0.024249672708844233,0.9435803991591257,-0.03620694467687489,0.9158314496048693,3
145336,-0.18461466914826152,0.5868378026113247,-0.12125775251688338,0.7224762393225648,3
145600,0.7634534245097053,0.006253003275007592,-0.08653214460641541,0.8002851393679136,4
145619,-0.1392812642075497,0.6829571713622424,-0.3723783175301834,0.25940744829449325,3
145637,0.8665815168579172,0.000556917092180951,-0.1469921274202204,0.6662596445615685,4
145691,0.12857142857142856,0.7063606420823667,0.38195665341455487,0.2463738921520754,1
145725,0.5004440120357286,0.11692950794706115,0.6224207585518069,0.040842928252732426,1
145813,0.2380430569540883,0.4808984793423983,0.4872045892310905,0.12851759971578275,1
146427,-0.22958365877789408,0.49707551166293495,-0.3950034927542553,0.22924021958068083,3
146481,-0.2829138438269809,0.3992376768270959,-0.43104450371797565,0.18563693328333872,3
146612,0.07065013565650348,0.8364659796006807,-0.6032892344527243,0.04941453181501414,4
146719,0.5353861815737068,0.08964938253571754,0.6884815431161033,0.01915494021551591,1
147013,-0.2045776726026649,0.5462376544539027,-0.5492427572378753,0.08011471206316395,3
147341,-0.37483949641729225,0.2560217721579387,-0.23714995102981395,0.4825951548039887,3
147660,0.5788395144305336,0.0620674693964492,-0.08985696563879059,0.7927529796615287,4
147703,0.7168607637818107,0.013044251991958397,-0.0040621309809313055,0.9905426903144192,4
147767,0.8494733180848106,0.0009340037178694897,-0.4880289198880722,0.1277755645329544,4
147776,0.21206563108888277,0.5313117941096794,0.317420779695891,0.34151826515105704,1
147828,0.2825812344063132,0.3998161762305348,-0.8401002010361487,0.0012084223575049644,4
148016,-0.10400156984686452,0.7608934141249926,-0.08724132327267947,0.798677239718666,3
148131,0.5649248304407782,0.07016754474956133,-0.2135502010916375,0.5283729462756158,4
148487,0.5770403617245512,0.06307722796326246,-0.5278989992131384,0.09509970207556832,4
148496,0.0748264887656056,0.8269214731919715,0.36848203759640086,0.2648190347312506,1
148584,-0.11600084941961727,0.7341230098890584,-0.8305124113197655,0.0015476535614178605,3
148627,-0.1791001300370254,0.5982509983662109,-0.7366757093611036,0.009712462509826606,3
148654,0.7261810417142447,0.01138840683057794,-0.5118589943017279,0.10749690186770058,4
149222,0.14192169537109697,0.6772246464486925,0.8678195999280798,0.0005350325137267411,1
149231,0.7045580695471794,0.015487503078657061,0.8144057083469729,0.002271813721710143,1
149772,0.2230213241239571,0.5097861410516344,0.8594807392007768,0.0006957892026568856,1
149781,0.14246120392310646,0.6760552202683154,0.7955698601461693,0.003409256725441698,1
150066,0.771254452793716,0.005443242553086123,0.26953356957748054,0.42283331448200134,1
150136,0.5996471033546881,0.051175765935356575,0.8613177869886637,0.0006576041971598792,1
150163,0.32126567699121683,0.33537489395534675,-0.6093257975164572,0.04658785563815444,4
150400,0.7460229703581367,0.008377620147251153,-0.475354662669887,0.13948858657013766,4
150455,0.7271694316851514,0.011222231968367113,0.17366328084654914,0.609583504277794,1
150534,0.058960036189347365,0.8632839633922101,-0.6123859697879714,0.045198361526925634,4
150604,0.6504841521661154,0.030221296557284873,-0.2202322780723579,0.5152301578358247,4
150668,0.4922475924854202,0.12402085742995904,0.5039358896683084,0.11398954218557912,1
150756,0.4097155372274165,0.21077979132090088,0.053891749711177495,0.8749529374101489,1
150941,0.2960241360723825,0.3767678196654592,0.29615882088181517,0.37654037684293246,1
151102,-0.3500085823433825,0.2913358309245302,0.2839348887446503,0.397464386178792,2
151111,0.7815422446458575,0.004496743263820982,0.5755210839362241,0.06393852140887929,1
151263,0.2752082173409504,0.4127456279468891,-0.4896383800157763,0.1263346705425955,4
151290,0.13805256170181585,0.6856299071393425,-0.8592095338639457,0.0007015651393796391,4
151306,-0.17689785465117025,0.6028319276073517,0.2510430929895204,0.45650802928811635,2
151324,0.07876278366471152,0.8179447678653086,-0.1529958298293509,0.6533519535013573,4
151333,0.04586728777828564,0.8934730403819175,-0.313085320886422,0.34851578133587524,4
151342,0.1453770105768918,0.6697461523732399,0.576043750111584,0.06364132488588342,1
151351,0.5624174132913833,0.07169901299550056,-0.2529632315549629,0.45295480644268926,4
151360,0.17223104023074876,0.6125818297586381,0.0548395790458327,0.8727689366373278,1
151379,0.057859073767019764,0.8658167562572275,0.2269312370963596,0.5021962245009078,1
151801,0.5692901889796507,0.0675540429923615,-0.18793415771530586,0.5800079235586318,4
152080,0.7869031200000833,0.004054749866600932,-0.019457000194386065,0.9547200302046068,4
152318,0.5396045463819714,0.0866713864599595,0.6263052497965831,0.03923804613547833,1
152530,0.38872005056579784,0.23740253855937743,0.2700895481746208,0.42183976408669316,1
152567,-0.453523660089538,0.16120585071108304,-0.12874768474495912,0.7059735678096477,3
152600,0.46222261004916004,0.15231659998776162,0.27602669411073405,0.41130039498959137,1
153001,0.05216584753024833,0.8789317861010719,-0.2745067742157339,0.413986171411153,4
153108,-0.06188046434789028,0.8565710920517107,-0.45998415651711416,0.15457407434485332,3
153126,-0.06383652819018032,0.8520796399864846,-0.6326827948951064,0.03669904423934681,3
153144,-0.00030903405103444026,0.9992805040811783,0.6363105580838524,0.035307069377787645,2
153162,0.14606197602620452,0.6682668176350018,-0.37798935383032756,0.25172570410315276,4
153250,-0.14555562743489547,0.6693602879213613,0.3165312579973738,0.34294790587934765,2
153269,0.10126874360907345,0.7670244839767103,0.21003140638927748,0.5353497538654686,1
153278,-0.005392664921867907,0.9874451725116441,0.01582239138687204,0.9631729161098636,2
153302,-0.19767989419735604,0.5601358541686704,-0.08317196710948,0.8079129388098483,3
153366,-0.4046786616416091,0.21699723167236698,-0.5764939584909936,0.06338607940291191,3
153375,-0.7765651946910705,0.004938021833163797,-0.6251231537831163,0.03972170802145699,3
153384,0.7128305294587979,0.01381150352930391,-0.011564932768308112,0.9730786152215145,4
153603,0.6485361943572052,0.030887658597482576,-0.645072316348374,0.03209795703215817,4
153658,0.3338771129298599,0.3156396811631989,0.6262771369317961,0.039249500945780176,1
153825,-0.5961575168509432,0.052903140832489044,0.03134913591287486,0.9270962683601305,2
153834,0.15255974350794893,0.6542867019599039,0.004837547827391153,0.9887374829120877,1
154004,0.2022599587389727,0.550891856739958,0.15983623771892375,0.6387487812524906,1
154013,-0.19087780438997168,0.5739771350639913,-0.01747704598009385,0.9593242731775354,3
154095,0.39665551142307043,0.22712181660736305,-0.24617125075241003,0.46558076296778667,4
154101,-0.23059990732729227,0.49511964366853084,-0.38171305532810096,0.24670059898633245,3
154235,-0.5510884018880675,0.07889802590670032,-0.6540655001477658,0.029022651280594093,3
154350,0.348425636237241,0.2936735964470825,-0.418326022412333,0.20039893723174712,4
154493,-0.11978540506866778,0.7257330389700303,0.8603844635070248,0.0006768010290094158,2
154527,0.0395038239055453,0.9081940782898387,0.25074163407093847,0.457067045955083,1
154688,-0.3534165047170995,0.2863378669978262,0.08480643401050622,0.8042006883252933,2
155025,-0.07095420768472263,0.8357703797009746,0.4587452939163046,0.1558323739351541,2
155061,-0.2711480720116974,0.41995126388409315,0.5573972479489009,0.07483227205659891,2
155089,-0.4505456262109792,0.16432120444362572,-0.5709197327598035,0.06659550859969397,3
155317,0.37597785917397636,0.2544643739735717,0.6841862982574469,0.020231316670334048,1
155335,-0.4101082623105092,0.21029951452643456,0.22342679958613682,0.5089967488382993,2
155399,0.26422987645188123,0.43236749744661496,0.0950202970995474,0.7810874497261788,1
155414,0.06508111587847194,0.8492239006552483,-0.8671393705847608,0.0005469742400187887,4
155681,0.22883876882650825,0.49851126807584967,0.42559045753788094,0.19188391526013132,1
155900,-0.5601297454890272,0.07311569071423517,-0.863553937089002,0.000613283216549813,3
156082,0.2476939185067125,0.4627363287510853,-0.2672007225652685,0.4270144235269348,4
156286,-0.3083278288920246,0.3562797233882908,-0.20000443685631267,0.5554364875234742,3
156295,0.47658614437869357,0.13832186491983206,0.08514093468240415,0.8034414051259399,1
156365,-0.1228802191907308,0.7188921622096928,0.5325868226897706,0.09166242125487249,2
156408,0.55566457636226,0.07593460515125147,-0.23429297656955198,0.48804056399838974,4
156620,-0.49072043090367956,0.12537180507776036,0.5737566715880742,0.0649487244463939,2
157058,-0.10496404103188842,0.7587370366774621,-0.795133043216575,0.0034398323628775955,3
157085,0.7104495341321808,0.014279780192521064,0.8996263882264233,0.00016258822180153647,1
157386,0.7042991594891677,0.01554220659585524,-0.47308261669886603,0.14165741069657306,4
157401,-0.3807218805135239,0.248032502181071,0.21328315270482642,0.5289010915867163,2
157447,0.666316676885968,0.025175216492722276,0.5122652014516695,0.10717066031874584,1
157535,0.19542833531937837,0.5647026988019216,0.16304846730955297,0.6319303494080203,1
157818,0.19889292545645898,0.5576815778071681,0.09284738835654924,0.7859919114009013,1
157951,-0.2973692636746282,0.3744994223966914,0.6075450046963502,0.04740983579653229,2
158802,0.12107722970733187,0.7228753306258481,0.6416716151187485,0.03331814459005321,1
159009,0.2757869553005835,0.41172346022592665,0.11021619880062389,0.7469972951971836,1
159391,0.7356371494331593,0.00986976256180835,0.7259403738567612,0.011429137973425403,1
159416,-0.41083512661888666,0.20941232373899557,-0.37327180852713715,0.25817540537871814,3
159647,0.8560047674081079,0.0007725930570220031,0.04771692184519222,0.8891996194112534,1
159717,-0.0372250609506061,0.9134722275763851,-0.4260808763546289,0.19131707710615328,3
159939,0.7040728058994772,0.015590145109986991,-0.33095718919431,0.320152022494042,4
159993,0.004373394134131681,0.9898180496395169,0.6244792863585593,0.0399868841831359,1
160038,0.15393941106336978,0.6513309238787761,0.8052639946407715,0.002781152136173236,1
160612,0.5941505745618259,0.053914445067179066,0.6234373136800618,0.04041861888181315,1
160621,0.14501005166812858,0.6705391152761029,0.7514083316956637,0.0076723133201857235,1
160658,0.6592659199420056,0.027342263638465727,0.8772682742529831,0.0003886886599372997,1
160755,-0.2028728797756606,0.5496594924340599,0.7500732241091684,0.007842959639419259,2
160904,0.27695692825800566,0.40966082692540245,0.4990012915033583,0.11815830669493085,1
161004,0.6790759424415188,0.021567323034834402,0.24946265761784003,0.45944225090781726,1
161086,0.3301456302941807,0.3214122912650375,-0.29895421186561694,0.3718355255772515,4
161217,0.032988009858454515,0.9232944313661257,-0.21088419105730138,0.5336554205072915,4
161226,0.017087153154335205,0.9602310767370174,0.2981374455149992,0.37320709527287343,1
161235,0.13415363693355814,0.6941323542427223,0.8634306911007537,0.0006156654890056851,1
161253,-0.18544375862619544,0.585129077426681,-0.016006432013453392,0.96274481069352,3
161554,0.18160959194732698,0.5930470068215251,0.29567599599713534,0.3773560476767321,1
161563,-0.1341322334149666,0.6941791176568446,-0.04094308471561188,0.9048621166070687,3
161873,0.6019663282734763,0.05004936164543095,0.32917940160370196,0.32291620935615817,1
162007,0.42698057534053424,0.19027981434204472,-0.7171636202456477,0.012987868384032169,4
162061,0.2577141158490823,0.4442187890917258,-0.054739019835497754,0.8730006089363429,4
162210,-0.05071917938636422,0.8822688372720481,-0.4949800208807495,0.12162703343281175,3
162283,0.2939577206997547,0.38026609809346473,0.15084797567840166,0.6579601649588054,1
162584,0.6088191498158242,0.04682070750495323,0.6265731444677174,0.0391290068191625,1
162654,0.6411085658703142,0.03352325510672247,0.39437514301153326,0.230048978027913,1
162760,-0.1541270139417836,0.6509293529965852,-0.6690989233596766,0.024354556293706614,3
162928,0.5727039240800273,0.06555657547770363,-0.505309216222104,0.11284648124376198,4
163046,0.30510354282846225,0.3615919744342328,-0.15189310950437496,0.6557164892500185,4
163204,-0.5904920192265706,0.055791844455812666,-0.8667481794083882,0.0005539324051195429,3
163268,0.8060594585074364,0.0027337469394004264,-0.20886248712694888,0.5376758029441296,4
163286,0.34561606991260946,0.29784823315666975,0.30404085505997913,0.36335171335696226,1
163338,-0.21183904612216095,0.5317609387534904,-0.6398831261113467,0.03397271555656951,3
