UNITID,cs_stat,cs_pval,noncs_stat,noncs_pval,quadrant
100654,-0.633415871611049,0.03641473158466349,-0.8905589602974735,0.00023672523209598143,3
100663,0.3553263877004495,0.283557830655558,0.11180678660816555,0.7434513596606446,1
100706,0.29615122948100386,0.37655319462366194,-0.8400303158997167,0.001210672049295009,4
100724,-0.6694893370370117,0.02424093522421062,-0.7767861394191279,0.004917781833826272,3
100751,0.23002512656967555,0.49622544922886364,-0.6146148372517535,0.04420450942617924,4
100812,-0.3755335358916356,0.25507160896458836,0.37208621989167845,0.2598109480236479,2
100858,-0.19561355004115133,0.5643264723671932,-0.7858058232242343,0.004142483084804566,3
101116,0.2956139542037358,0.3774609241571115,0.6183145787052362,0.042588292469671565,1
101189,0.06733553338220138,0.8440552402592808,-0.4099361302813799,0.21050994053334873,4
101480,0.1726624344639201,0.6116781633585777,-0.47637443515859845,0.1385220004714358,4
101675,-0.06956083436402521,0.8389587420068245,-0.12005479030119395,0.7251368583964004,3
101879,0.6088225424204041,0.04681914562680073,0.587287029139157,0.05747271742310382,1
101912,-0.30684533200240216,0.35871720557871106,-0.6383460523080249,0.03454241166754699,3
102049,0.44046035959813273,0.17514618099933066,0.157593691466749,0.6435238773622777,1
102094,0.4613087334225967,0.153235740054136,0.9398158056952384,1.7267690243699077e-05,1
102298,-0.3004640374003149,0.3693068979536241,-0.39491635464188557,0.22935227703478878,3
102368,-0.5800484814200296,0.06139513527543064,-0.8937713899709324,0.00020801825252366937,3
102377,-0.004539342100215588,0.9894317148735081,-0.4113783115994868,0.20875078175965583,3
102553,0.2,0.5554454421055853,-0.0033676804379841607,0.9921594383115788,4
102614,0.31487532448317984,0.34561767198315185,0.27861045645851035,0.40675433147775925,1
102845,-0.2551200632177182,0.4489789492220101,-0.645494484277739,0.03194869986786839,3
104151,-0.32243212738112836,0.33352278200858226,-0.49475995554430074,0.12181872224973918,3
104179,0.49861243245206316,0.11849092185441135,0.6846297998684736,0.020118226801234075,1
105330,0.25570249270455714,0.44790811053913787,0.5606637242422057,0.07278335126844297,1
106245,0.3761595543520409,0.25421629808634205,0.11082846194688784,0.7456318372459622,1
106342,0.5337750212905733,0.0908043796591342,0.5397328638874012,0.08658183963316458,1
106397,-0.20515217087005022,0.5450864878130838,-0.01878303127263814,0.9562871639940963,3
106412,-0.4191623743865803,0.19940728124310006,-0.7416548351416012,0.008983539183920987,3
106458,-0.5339590948936734,0.09067192877096954,-0.7909226122531388,0.0037450715394858514,3
106467,-0.08191763199515402,0.8107642396463207,0.6244213628855039,0.040010799989878845,2
106704,0.1426028955765822,0.6757481990987865,0.6610732540924914,0.026774700682706074,1
107044,-0.5097105735774677,0.10923310662321066,0.08601028805752102,0.8014687740314007,2
107071,-0.2,0.5554454421055853,0.6087559281284752,0.0468498199002297,2
107080,0.5,0.1173068030142382,0.7747676940882737,0.00510497417720294,1
107512,0.0,0.9999999999999998,0.5727174814854519,0.0655487231822647,4
107600,-0.34510880038661623,0.29860541741950314,0.3706946533730709,0.26173813261221646,2
107983,-0.11534945328005286,0.7355697507213205,-0.4924910567102626,0.12380635026207207,3
108092,-0.47205767841283996,0.1426426966395532,-0.10608634766355972,0.7562245019446021,3
108232,0.31091866611325647,0.35204060442287693,0.7721790645505395,0.005352664643097104,1
109785,-0.35482155038515806,0.28429120999088103,0.26141687346788534,0.43746539556330666,2
110097,0.4357462697922738,0.18035193335925861,-0.6636630270494985,0.025975997640817452,4
